order_id,product_id,store_id,order_date,order_date_2,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,delivery_date_format1,delivery_date_format2
18134,P0226,S0138,1/1/2018,1-Jan-18,1,1.57,7,1.7,PR14,,PR03,,NA,1/2/2018,2/1/2018
18135,P0389,S0015,1/1/2018,1-Jan-18,0,0,1,9.45,PR05,low,PR03,,NA,1/3/2018,3/1/2018
18136,P0370,S0013,1/1/2018,1-Jan-18,0,0,30,4.9,PR14,,PR03,,NA,1/5/2018,5/1/2018
18137,P0333,S0040,1/1/2018,1-Jan-18,0,0,6,2,PR14,,PR03,,NA,1/2/2018,2/1/2018
18138,P0438,S0086,1/1/2018,1-Jan-18,0,0,8,0.5,PR14,,PR03,,NA,1/2/2018,2/1/2018
18139,P0043,S0097,1/1/2018,1-Jan-18,0,0,2,7,PR05,moderate,PR03,,NA,1/3/2018,3/1/2018
18140,P0582,S0085,1/1/2018,1-Jan-18,1,8.01,7,9.45,PR14,,PR03,,NA,1/3/2018,3/1/2018
18141,P0195,S0125,1/1/2018,1-Jan-18,0,0,3,6.4,PR14,,PR03,,NA,1/5/2018,5/1/2018
18142,P0438,S0124,1/1/2018,1-Jan-18,3,1.39,33,0.5,PR14,,PR03,,NA,1/3/2018,3/1/2018
18143,P0090,S0137,1/1/2018,1-Jan-18,0,0,5,3.25,PR14,,PR03,,NA,1/4/2018,4/1/2018
18144,P0296,S0135,1/1/2018,1-Jan-18,0,0,21,0.75,PR14,,PR03,,NA,1/2/2018,2/1/2018
18145,P0665,S0034,1/1/2018,1-Jan-18,0,0,6,10.75,PR14,,PR03,,NA,1/2/2018,2/1/2018
18146,P0336,S0084,1/1/2018,1-Jan-18,0,0,5,29.5,PR14,,PR03,,NA,1/5/2018,5/1/2018
18147,P0125,S0025,1/1/2018,1-Jan-18,0,0,5,2.95,PR14,,PR03,,NA,1/4/2018,4/1/2018
18148,P0358,S0024,1/1/2018,1-Jan-18,0,0,8,2,PR14,,PR03,,NA,1/5/2018,5/1/2018
18149,P0131,S0011,1/1/2018,1-Jan-18,1,2.31,9,2.5,PR14,,PR03,,NA,1/3/2018,3/1/2018
18150,P0639,S0073,1/1/2018,1-Jan-18,0,0,8,7.95,PR14,,PR03,,NA,1/4/2018,4/1/2018
18151,P0458,S0125,1/1/2018,1-Jan-18,0,0,7,4.5,PR14,,PR03,,NA,1/2/2018,2/1/2018
18152,P0425,S0023,1/1/2018,1-Jan-18,2,10,17,5.9,PR14,,PR03,,NA,1/3/2018,3/1/2018
18153,P0400,S0054,1/1/2018,1-Jan-18,0,0,2,7.5,PR14,,PR03,,NA,1/3/2018,3/1/2018
18154,P0499,S0096,1/1/2018,1-Jan-18,0,0,30,0.75,PR14,,PR03,,NA,1/3/2018,3/1/2018
18155,P0701,S0066,1/1/2018,1-Jan-18,1,11.02,5,11.9,PR14,,PR03,,NA,1/3/2018,3/1/2018
18156,P0144,S0012,1/1/2018,1-Jan-18,0,0,3,4.95,PR07,verylow,PR03,,NA,1/2/2018,2/1/2018
18157,P0195,S0052,1/1/2018,1-Jan-18,0,0,4,6.4,PR14,,PR03,,NA,1/2/2018,2/1/2018
18158,P0328,S0097,1/1/2018,1-Jan-18,0,0,6,29.9,PR14,,PR03,,NA,1/3/2018,3/1/2018
18159,P0694,S0089,1/1/2018,1-Jan-18,0,0,5,3.95,PR14,,PR03,,NA,1/5/2018,5/1/2018
18160,P0140,S0137,1/1/2018,1-Jan-18,0,0,9,6,PR14,,PR03,,NA,1/2/2018,2/1/2018
18161,P0695,S0073,1/1/2018,1-Jan-18,0,0,3,5.25,PR14,,PR03,,NA,1/4/2018,4/1/2018
18162,P0114,S0138,1/1/2018,1-Jan-18,0,0,11,0.65,PR14,,PR03,,NA,1/5/2018,5/1/2018
18163,P0042,S0122,1/1/2018,1-Jan-18,0,0,1,5.5,PR14,,PR03,,NA,1/4/2018,4/1/2018
18164,P0372,S0074,1/1/2018,1-Jan-18,1,2.97,48,3.5,PR14,,PR03,,NA,1/4/2018,4/1/2018
18165,P0073,S0065,1/1/2018,1-Jan-18,0,0,27,5.9,PR14,,PR03,,NA,1/5/2018,5/1/2018
18166,P0167,S0126,1/1/2018,1-Jan-18,0,0,1,42.9,PR14,,PR03,,NA,1/4/2018,4/1/2018
18167,P0212,S0096,1/1/2018,1-Jan-18,0,0,5,10.75,PR05,verylow,PR03,,NA,1/2/2018,2/1/2018
18168,P0694,S0048,1/1/2018,1-Jan-18,0,0,48,NA,PR14,,PR03,,NA,1/3/2018,3/1/2018
18169,P0067,S0043,1/1/2018,1-Jan-18,0,0,10,16.9,PR10,verylow,PR03,,NA,1/3/2018,3/1/2018
18170,P0116,S0063,1/1/2018,1-Jan-18,0,0,3,1.15,PR14,,PR03,,NA,1/2/2018,2/1/2018
18171,P0147,S0091,1/1/2018,1-Jan-18,0,0,5,5.5,PR14,,PR03,,NA,1/5/2018,5/1/2018
18172,P0671,S0025,1/1/2018,1-Jan-18,0,0,5,3.25,PR14,,PR03,,NA,1/5/2018,5/1/2018
18173,P0704,S0050,1/1/2018,1-Jan-18,0,0,26,2.35,PR14,,PR03,,NA,1/4/2018,4/1/2018
18174,P0681,S0074,1/1/2018,1-Jan-18,0,0,6,10.9,PR14,,PR03,,NA,1/4/2018,4/1/2018
18175,P0141,S0144,1/1/2018,1-Jan-18,0,0,18,2.25,PR14,,PR03,,NA,1/2/2018,2/1/2018
18176,P0569,S0012,1/1/2018,1-Jan-18,1,2.87,30,3.1,PR14,,PR03,,NA,1/3/2018,3/1/2018
18177,P0458,S0038,1/1/2018,1-Jan-18,1,3.81,39,4.5,PR14,,PR03,,NA,1/3/2018,3/1/2018
18178,P0565,S0108,1/1/2018,1-Jan-18,0,0,3,2.25,PR14,,PR03,,NA,1/4/2018,4/1/2018
18179,P0171,S0040,1/1/2018,1-Jan-18,0,0,5,11.9,PR14,,PR03,,NA,1/3/2018,3/1/2018
18180,P0261,S0083,1/2/2018,2-Jan-18,0,0,32,4.5,PR03,verylow,PR03,,NA,1/5/2018,5/1/2018
18181,P0510,S0013,1/2/2018,2-Jan-18,0,0,7,20.5,PR14,,PR03,,NA,1/6/2018,6/1/2018
18182,P0682,S0012,1/2/2018,2-Jan-18,0,0,6,4.25,PR14,,PR03,,NA,1/6/2018,6/1/2018
18183,P0109,S0025,1/2/2018,2-Jan-18,1,8.43,12,9.95,PR14,,PR03,,NA,1/5/2018,5/1/2018
18184,P0737,S0115,1/2/2018,2-Jan-18,0,0,15,9.95,PR14,,PR03,,NA,1/5/2018,5/1/2018
18185,P0575,S0082,1/2/2018,2-Jan-18,1,1.85,4,2.25,PR10,verylow,PR03,,NA,1/6/2018,6/1/2018
18186,P0415,S0008,1/2/2018,2-Jan-18,0,0,1,6.4,PR14,,PR03,,NA,1/3/2018,3/1/2018
18187,P0197,S0117,1/2/2018,2-Jan-18,0,0,6,4,PR14,,PR03,,NA,1/4/2018,4/1/2018
18188,P0171,S0121,1/2/2018,2-Jan-18,1,10.08,9,NA,PR14,,PR03,,NA,1/4/2018,4/1/2018
18189,P0131,S0054,1/2/2018,2-Jan-18,0,0,8,2.5,PR14,,PR03,,NA,1/3/2018,3/1/2018
18190,P0453,S0123,1/2/2018,2-Jan-18,0,0,24,5.75,PR14,,PR03,,NA,1/6/2018,6/1/2018
18191,P0241,S0105,1/2/2018,2-Jan-18,0,0,8,12.95,PR05,low,PR03,,NA,1/4/2018,4/1/2018
18192,P0485,S0056,1/2/2018,2-Jan-18,0,0,3,8.9,PR05,moderate,PR03,,NA,1/4/2018,4/1/2018
18193,P0664,S0084,1/2/2018,2-Jan-18,2,2.31,11,1.25,PR14,,PR03,,NA,1/6/2018,6/1/2018
18194,P0226,S0055,1/2/2018,2-Jan-18,0,0,9,1.7,PR14,,PR03,,NA,1/4/2018,4/1/2018
18195,P0390,S0094,1/2/2018,2-Jan-18,0,0,3,11.9,PR14,,PR03,,NA,1/5/2018,5/1/2018
18196,P0456,S0040,1/2/2018,2-Jan-18,0,0,6,31.9,PR14,,PR03,,NA,1/3/2018,3/1/2018
18197,P0437,S0096,1/2/2018,2-Jan-18,0,0,5,11.9,PR14,,PR03,,NA,1/4/2018,4/1/2018
18198,P0458,S0039,1/2/2018,2-Jan-18,0,0,28,4.5,PR14,,PR03,,NA,1/6/2018,6/1/2018
18199,P0055,S0014,1/2/2018,2-Jan-18,0,0,7,3.5,PR05,verylow,PR03,,NA,1/3/2018,3/1/2018
18200,P0437,S0050,1/2/2018,2-Jan-18,0,0,7,11.9,PR14,,PR03,,NA,1/6/2018,6/1/2018
18201,P0639,S0115,1/2/2018,2-Jan-18,1,7.36,5,7.95,PR14,,PR03,,NA,1/4/2018,4/1/2018
18202,P0140,S0011,1/2/2018,2-Jan-18,0,0,4,6,PR14,,PR03,,NA,1/4/2018,4/1/2018
18203,P0144,S0067,1/2/2018,2-Jan-18,0,0,4,4.95,PR07,verylow,PR03,,NA,1/3/2018,3/1/2018
18204,P0296,S0098,1/2/2018,2-Jan-18,1,0.7,23,NA,PR14,,PR03,,NA,1/5/2018,5/1/2018
18205,P0438,S0006,1/2/2018,2-Jan-18,0,0,4,0.5,PR14,,PR03,,NA,1/3/2018,3/1/2018
18206,P0279,S0031,1/2/2018,2-Jan-18,0,0,8,17.25,PR14,,PR03,,NA,1/6/2018,6/1/2018
18207,P0639,S0016,1/2/2018,2-Jan-18,0,0,4,7.95,PR14,,PR03,,NA,1/5/2018,5/1/2018
18208,P0167,S0029,1/2/2018,2-Jan-18,0,0,3,NA,PR14,,PR03,,NA,1/3/2018,3/1/2018
18209,P0651,S0091,1/2/2018,2-Jan-18,0,0,6,15.5,PR14,,PR03,,NA,1/4/2018,4/1/2018
18210,P0109,S0056,1/2/2018,2-Jan-18,0,0,7,9.95,PR14,,PR03,,NA,1/3/2018,3/1/2018
18211,P0042,S0097,1/2/2018,2-Jan-18,0,0,24,5.5,PR14,,PR03,,NA,1/6/2018,6/1/2018
18212,P0500,S0115,1/2/2018,2-Jan-18,4,24.07,114,6.5,PR03,verylow,PR03,,NA,1/4/2018,4/1/2018
18213,P0092,S0082,1/2/2018,2-Jan-18,1,1.62,23,1.75,PR14,,PR03,,NA,1/4/2018,4/1/2018
18214,P0500,S0032,1/2/2018,2-Jan-18,3,18.06,36,6.5,PR03,verylow,PR03,,NA,1/3/2018,3/1/2018
18215,P0412,S0107,1/2/2018,2-Jan-18,0,0,3,7.9,PR14,,PR03,,NA,1/4/2018,4/1/2018
18216,P0325,S0120,1/2/2018,2-Jan-18,0,0,22,10.75,PR14,,PR03,,NA,1/4/2018,4/1/2018
18217,P0260,S0053,1/2/2018,2-Jan-18,0,0,6,20.9,PR14,,PR03,,NA,1/3/2018,3/1/2018
18218,P0174,S0132,1/2/2018,2-Jan-18,0,0,16,4,PR05,verylow,PR03,,NA,1/4/2018,4/1/2018
18219,P0132,S0115,1/2/2018,2-Jan-18,0,0,12,9.99,PR14,,PR03,,NA,1/5/2018,5/1/2018
18220,P0413,S0108,1/2/2018,2-Jan-18,0,0,30,4.5,PR14,,PR03,,NA,1/4/2018,4/1/2018
18221,P0438,S0121,1/2/2018,2-Jan-18,0,0,79,NA,PR14,,PR03,,NA,1/5/2018,5/1/2018
18222,P0394,S0039,1/2/2018,2-Jan-18,0,0,11,1,PR14,,PR03,,NA,1/5/2018,5/1/2018
18223,P0296,S0107,1/2/2018,2-Jan-18,1,0.69,18,0.75,PR14,,PR03,,NA,1/3/2018,3/1/2018
18224,P0358,S0094,1/2/2018,2-Jan-18,0,0,144,2,PR14,,PR03,,NA,1/3/2018,3/1/2018
18225,P0051,S0070,1/2/2018,2-Jan-18,0,0,9,0.7,PR14,,PR03,,NA,1/4/2018,4/1/2018
18226,P0459,S0087,1/2/2018,2-Jan-18,0,0,2,3.35,PR14,,PR03,,NA,1/4/2018,4/1/2018
18227,P0035,S0096,1/2/2018,2-Jan-18,2,7.13,17,3.85,PR14,,PR03,,NA,1/6/2018,6/1/2018
18228,P0348,S0069,1/2/2018,2-Jan-18,0,0,10,2.65,PR14,,PR03,,NA,1/6/2018,6/1/2018
18229,P0483,S0038,1/2/2018,2-Jan-18,0,0,3,12,PR14,,PR03,,NA,1/3/2018,3/1/2018
18230,P0497,S0038,1/2/2018,2-Jan-18,0,0,23,5.5,PR14,,PR03,,NA,1/4/2018,4/1/2018
18231,P0249,S0024,1/2/2018,2-Jan-18,0,0,13,2.2,PR14,,PR03,,NA,1/4/2018,4/1/2018
18232,P0054,S0128,1/2/2018,2-Jan-18,0,0,1,NA,PR14,,PR03,,NA,1/3/2018,3/1/2018
18233,P0656,S0030,1/2/2018,2-Jan-18,0,0,30,2,PR14,,PR03,,NA,1/6/2018,6/1/2018
18234,P0212,S0088,1/2/2018,2-Jan-18,0,0,7,10.75,PR05,verylow,PR03,,NA,1/6/2018,6/1/2018
18235,P0103,S0095,1/2/2018,2-Jan-18,3,8.19,96,2.95,PR14,,PR03,,NA,1/6/2018,6/1/2018
18236,P0436,S0034,1/2/2018,2-Jan-18,0,0,14,3.5,PR14,,PR03,,NA,1/6/2018,6/1/2018
18237,P0280,S0001,1/2/2018,2-Jan-18,0,0,19,7.25,PR14,,PR03,,NA,1/4/2018,4/1/2018
18238,P0639,S0043,1/2/2018,2-Jan-18,0,0,6,7.95,PR14,,PR03,,NA,1/5/2018,5/1/2018
18239,P0355,S0031,1/2/2018,2-Jan-18,0,0,2,17.9,PR14,,PR03,,NA,1/4/2018,4/1/2018
18240,P0585,S0062,1/2/2018,2-Jan-18,0,0,4,12.95,PR06,verylow,PR03,,NA,1/5/2018,5/1/2018
18241,P0652,S0031,1/2/2018,2-Jan-18,0,0,19,4.45,PR14,,PR03,,NA,1/4/2018,4/1/2018
18242,P0046,S0035,1/2/2018,2-Jan-18,0,0,8,32.5,PR05,moderate,PR03,,NA,1/5/2018,5/1/2018
18243,P0325,S0108,1/2/2018,2-Jan-18,0,0,13,10.75,PR14,,PR03,,NA,1/4/2018,4/1/2018
18244,P0109,S0088,1/2/2018,2-Jan-18,1,8.43,14,9.95,PR14,,PR03,,NA,1/4/2018,4/1/2018
18245,P0689,S0038,1/2/2018,2-Jan-18,0,0,12,29.9,PR14,,PR03,,NA,1/3/2018,3/1/2018
18246,P0699,S0031,1/2/2018,2-Jan-18,0,0,4,10,PR14,,PR03,,NA,1/4/2018,4/1/2018
18247,P0569,S0074,1/3/2018,3-Jan-18,0,0,47,3.1,PR14,,PR03,,NA,1/7/2018,7/1/2018
18248,P0328,S0106,1/3/2018,3-Jan-18,0,0,7,29.9,PR14,,PR03,,NA,1/7/2018,7/1/2018
18249,P0456,S0085,1/3/2018,3-Jan-18,0,0,34,31.9,PR14,,PR03,,NA,1/5/2018,5/1/2018
18250,P0428,S0023,1/3/2018,3-Jan-18,0,0,6,29.95,PR14,,PR03,,NA,1/7/2018,7/1/2018
18251,P0260,S0025,1/3/2018,3-Jan-18,0,0,9,20.9,PR14,,PR03,,NA,1/4/2018,4/1/2018
18252,P0083,S0091,1/3/2018,3-Jan-18,0,0,17,7.45,PR14,,PR03,,NA,1/7/2018,7/1/2018
18253,P0348,S0080,1/3/2018,3-Jan-18,1,1.96,8,2.65,PR05,verylow,PR03,,NA,1/4/2018,4/1/2018
18254,P0234,S0018,1/3/2018,3-Jan-18,0,0,3,104.9,PR14,,PR03,,NA,1/5/2018,5/1/2018
18255,P0474,S0115,1/3/2018,3-Jan-18,0,0,5,699,PR03,verylow,PR03,,NA,1/7/2018,7/1/2018
18256,P0556,S0104,1/3/2018,3-Jan-18,0,0,4,14.5,PR06,high,PR03,,NA,1/4/2018,4/1/2018
18257,P0296,S0102,1/3/2018,3-Jan-18,4,2.78,14,0.75,PR14,,PR03,,NA,1/7/2018,7/1/2018
18258,P0311,S0103,1/3/2018,3-Jan-18,1,1,1,1,PR14,,PR03,,NA,1/6/2018,6/1/2018
18259,P0201,S0080,1/3/2018,3-Jan-18,0,0,5,15.95,PR14,,PR03,,NA,1/6/2018,6/1/2018
18260,P0565,S0020,1/3/2018,3-Jan-18,0,0,10,2.25,PR14,,PR03,,NA,1/6/2018,6/1/2018
18261,P0390,S0123,1/3/2018,3-Jan-18,0,0,2,11.9,PR14,,PR03,,NA,1/5/2018,5/1/2018
18262,P0572,S0138,1/3/2018,3-Jan-18,3,2.78,12,1,PR14,,PR03,,NA,1/5/2018,5/1/2018
18263,P0249,S0091,1/3/2018,3-Jan-18,0,0,4,2.2,PR14,,PR03,,NA,1/5/2018,5/1/2018
18264,P0171,S0026,1/3/2018,3-Jan-18,0,0,22,11.9,PR14,,PR03,,NA,1/7/2018,7/1/2018
18265,P0405,S0108,1/3/2018,3-Jan-18,0,0,5,19.9,PR10,verylow,PR03,,NA,1/7/2018,7/1/2018
18266,P0131,S0137,1/3/2018,3-Jan-18,0,0,11,2.5,PR14,,PR03,,NA,1/6/2018,6/1/2018
18267,P0608,S0091,1/3/2018,3-Jan-18,0,0,1,9.9,PR14,,PR03,,NA,1/6/2018,6/1/2018
18268,P0454,S0088,1/3/2018,3-Jan-18,0,0,7,2.35,PR14,,PR03,,NA,1/5/2018,5/1/2018
18269,P0201,S0119,1/3/2018,3-Jan-18,0,0,3,15.95,PR14,,PR03,,NA,1/7/2018,7/1/2018
18270,P0584,S0087,1/3/2018,3-Jan-18,2,23.56,4,13.9,PR14,,PR03,,NA,1/5/2018,5/1/2018
18271,P0196,S0115,1/3/2018,3-Jan-18,0,0,1,7.9,PR14,,PR03,,NA,1/4/2018,4/1/2018
18272,P0394,S0082,1/3/2018,3-Jan-18,0,0,6,1,PR14,,PR03,,NA,1/7/2018,7/1/2018
18273,P0219,S0058,1/3/2018,3-Jan-18,0,0,1,7.25,PR14,,PR03,,NA,1/5/2018,5/1/2018
18274,P0356,S0018,1/3/2018,3-Jan-18,0,0,39,2.5,PR14,,PR03,,NA,1/4/2018,4/1/2018
18275,P0283,S0084,1/3/2018,3-Jan-18,0,0,19,23.5,PR14,,PR03,,NA,1/6/2018,6/1/2018
18276,P0456,S0023,1/3/2018,3-Jan-18,0,0,10,31.9,PR14,,PR03,,NA,1/7/2018,7/1/2018
18277,P0348,S0105,1/3/2018,3-Jan-18,1,1.96,4,2.65,PR05,verylow,PR03,,NA,1/7/2018,7/1/2018
18278,P0438,S0130,1/3/2018,3-Jan-18,2,0.93,46,0.5,PR14,,PR03,,NA,1/5/2018,5/1/2018
18279,P0287,S0052,1/3/2018,3-Jan-18,0,0,4,7.95,PR05,verylow,PR03,,NA,1/5/2018,5/1/2018
18280,P0116,S0066,1/3/2018,3-Jan-18,1,1.06,99,1.15,PR14,,PR03,,NA,1/7/2018,7/1/2018
18281,P0333,S0022,1/3/2018,3-Jan-18,3,5.56,14,2,PR14,,PR03,,NA,1/8/2018,8/1/2018
18282,P0413,S0052,1/3/2018,3-Jan-18,0,0,10.13,5.95,PR14,,PR03,,NA,1/6/2018,6/1/2018
18283,P0669,S0020,1/3/2018,3-Jan-18,0,0,10,109.95,PR14,,PR03,,NA,1/7/2018,7/1/2018
18284,P0551,S0024,1/3/2018,3-Jan-18,0,0,24,1.85,PR14,,PR03,,NA,1/7/2018,7/1/2018
18285,P0659,S0125,1/3/2018,3-Jan-18,0,0,4,19.5,PR05,low,PR03,,NA,1/6/2018,6/1/2018
18286,P0565,S0096,1/3/2018,3-Jan-18,0,0,12,2.25,PR14,,PR03,,NA,1/4/2018,4/1/2018
18287,P0218,S0023,1/3/2018,3-Jan-18,0,0,6,59.9,PR14,,PR03,,NA,1/5/2018,5/1/2018
18288,P0514,S0070,1/3/2018,3-Jan-18,0,0,2,8.9,PR14,,PR03,,NA,1/4/2018,4/1/2018
18289,P0397,S0121,1/3/2018,3-Jan-18,0,0,12,NA,PR14,,PR03,,NA,1/5/2018,5/1/2018
18290,P0144,S0026,1/3/2018,3-Jan-18,0,0,9,4.95,PR07,verylow,PR03,,NA,1/5/2018,5/1/2018
18291,P0584,S0097,1/3/2018,3-Jan-18,0,0,21,13.9,PR14,,PR03,,NA,1/4/2018,4/1/2018
18292,P0601,S0097,1/3/2018,3-Jan-18,0,0,13,5.9,PR14,,PR03,,NA,1/4/2018,4/1/2018
18293,P0035,S0085,1/3/2018,3-Jan-18,2,7.13,23,3.85,PR14,,PR03,,NA,1/6/2018,6/1/2018
18294,P0574,S0060,1/3/2018,3-Jan-18,0,0,19,1.95,PR14,,PR03,,NA,1/7/2018,7/1/2018
18295,P0664,S0139,1/3/2018,3-Jan-18,1,1.16,26,1.25,PR14,,PR03,,NA,1/4/2018,4/1/2018
18296,P0196,S0048,1/3/2018,3-Jan-18,0,0,73,NA,PR14,,PR03,,NA,1/5/2018,5/1/2018
18297,P0311,S0060,1/3/2018,3-Jan-18,0,0,2,1,PR14,,PR03,,NA,1/6/2018,6/1/2018
18298,P0114,S0080,1/3/2018,3-Jan-18,1,0.6,39,0.65,PR14,,PR03,,NA,1/5/2018,5/1/2018
18299,P0070,S0126,1/3/2018,3-Jan-18,0,0,8,8.5,PR14,,PR03,,NA,1/5/2018,5/1/2018
18300,P0427,S0012,1/3/2018,3-Jan-18,0,0,10,1.95,PR14,,PR03,,NA,1/7/2018,7/1/2018
18301,P0565,S0053,1/3/2018,3-Jan-18,0,0,31,2.25,PR14,,PR03,,NA,1/4/2018,4/1/2018
18302,P0628,S0038,1/3/2018,3-Jan-18,0,0,31,4.9,PR14,,PR03,,NA,1/5/2018,5/1/2018
18303,P0035,S0143,1/4/2018,4-Jan-18,0,0,14,3.85,PR14,,PR03,,NA,1/5/2018,5/1/2018
18304,P0283,S0055,1/4/2018,4-Jan-18,0,0,12,23.5,PR10,verylow,PR03,,NA,1/7/2018,7/1/2018
18305,P0125,S0029,1/4/2018,4-Jan-18,0,0,16,NA,PR14,,PR03,,NA,1/8/2018,8/1/2018
18306,P0325,S0091,1/4/2018,4-Jan-18,0,0,10,10.75,PR14,,PR03,,NA,1/8/2018,8/1/2018
18307,P0062,S0122,1/4/2018,4-Jan-18,0,0,7,29.9,PR14,,PR03,,NA,1/7/2018,7/1/2018
18308,P0500,S0053,1/4/2018,4-Jan-18,1,7.36,14,7.95,PR14,,PR03,,NA,1/6/2018,6/1/2018
18309,P0711,S0114,1/4/2018,4-Jan-18,0,0,11,19.9,PR14,,PR03,,NA,1/6/2018,6/1/2018
18310,P0456,S0055,1/4/2018,4-Jan-18,0,0,12,31.9,PR14,,PR03,,NA,1/5/2018,5/1/2018
18311,P0249,S0110,1/4/2018,4-Jan-18,0,0,1,2.2,PR14,,PR03,,NA,1/7/2018,7/1/2018
18312,P0446,S0132,1/4/2018,4-Jan-18,0,0,21,5.95,PR14,,PR03,,NA,1/6/2018,6/1/2018
18313,P0405,S0056,1/4/2018,4-Jan-18,0,0,6,19.9,PR14,,PR03,,NA,1/6/2018,6/1/2018
18314,P0565,S0035,1/4/2018,4-Jan-18,1,2.08,7,2.25,PR14,,PR03,,NA,1/6/2018,6/1/2018
18315,P0491,S0138,1/4/2018,4-Jan-18,0,0,4,24.5,PR14,,PR03,,NA,1/8/2018,8/1/2018
18316,P0242,S0082,1/4/2018,4-Jan-18,0,0,8,12.9,PR14,,PR03,,NA,1/7/2018,7/1/2018
18317,P0726,S0015,1/4/2018,4-Jan-18,1,0.93,12,1,PR14,,PR03,,NA,1/7/2018,7/1/2018
18318,P0616,S0072,1/4/2018,4-Jan-18,0,0,1,NA,PR14,,PR03,,NA,1/7/2018,7/1/2018
18319,P0067,S0102,1/4/2018,4-Jan-18,0,0,2,16.9,PR14,,PR03,,NA,1/5/2018,5/1/2018
18320,P0333,S0128,1/4/2018,4-Jan-18,0,0,12,NA,PR14,,PR03,,NA,1/6/2018,6/1/2018
18321,P0428,S0070,1/4/2018,4-Jan-18,0,0,6,29.95,PR14,,PR03,,NA,1/7/2018,7/1/2018
18322,P0090,S0060,1/4/2018,4-Jan-18,0,0,21,3.25,PR14,,PR03,,NA,1/7/2018,7/1/2018
18323,P0070,S0096,1/4/2018,4-Jan-18,0,0,5,8.5,PR10,moderate,PR03,,NA,1/5/2018,5/1/2018
18324,P0212,S0031,1/4/2018,4-Jan-18,0,0,5,10.75,PR14,,PR03,,NA,1/6/2018,6/1/2018
18325,P0664,S0094,1/4/2018,4-Jan-18,2,2.31,21,1.25,PR14,,PR03,,NA,1/8/2018,8/1/2018
18326,P0325,S0113,1/4/2018,4-Jan-18,2,19.91,19,10.75,PR14,,PR03,,NA,1/7/2018,7/1/2018
18327,P0664,S0096,1/4/2018,4-Jan-18,0,0,18,1.25,PR14,,PR03,,NA,1/5/2018,5/1/2018
18328,P0343,S0038,1/4/2018,4-Jan-18,0,0,7,18.9,PR14,,PR03,,NA,1/7/2018,7/1/2018
18329,P0642,S0115,1/4/2018,4-Jan-18,1,2.31,16,2.5,PR14,,PR03,,NA,1/5/2018,5/1/2018
18330,P0453,S0069,1/4/2018,4-Jan-18,0,0,10,6.5,PR14,,PR03,,NA,1/8/2018,8/1/2018
18331,P0521,S0023,1/4/2018,4-Jan-18,0,0,17,19.9,PR14,,PR03,,NA,1/6/2018,6/1/2018
18332,P0317,S0085,1/4/2018,4-Jan-18,0,0,11,39.9,PR14,,PR03,,NA,1/6/2018,6/1/2018
18333,P0261,S0038,1/4/2018,4-Jan-18,0,0,10,4.45,PR03,verylow,PR03,,NA,1/5/2018,5/1/2018
