order_id,product_id,store_id,order_date,order_date_2,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,delivery_date_format1,delivery_date_format2
40926,P0275,S0039,1/1/2019,1-Jan-19,0,0,8,2.75,PR14,,PR03,,NA,1/3/2019,3/1/2019
40927,P0092,S0024,1/1/2019,1-Jan-19,0,0,1,2.25,PR14,,PR03,,NA,1/5/2019,5/1/2019
40928,P0090,S0023,1/1/2019,1-Jan-19,1,4.15,16,4.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
40929,P0679,S0115,1/1/2019,1-Jan-19,0,0,10,59.9,PR14,,PR03,,NA,1/2/2019,2/1/2019
40930,P0035,S0124,1/1/2019,1-Jan-19,0,0,3,5.45,PR14,,PR03,,NA,1/3/2019,3/1/2019
40931,P0340,S0112,1/1/2019,1-Jan-19,0,0,11,49.9,PR03,verylow,PR03,,NA,1/4/2019,4/1/2019
40932,P0651,S0060,1/1/2019,1-Jan-19,0,0,4,19.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
40933,P0674,S0020,1/1/2019,1-Jan-19,0,0,1,4,PR14,,PR03,,NA,1/3/2019,3/1/2019
40934,P0175,S0133,1/1/2019,1-Jan-19,0,0,5,2,PR14,,PR03,,NA,1/5/2019,5/1/2019
40935,P0187,S0097,1/1/2019,1-Jan-19,0,0,11,28.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
40936,P0287,S0137,1/1/2019,1-Jan-19,0,0,4,10.95,PR05,verylow,PR03,,NA,1/4/2019,4/1/2019
40937,P0665,S0035,1/1/2019,1-Jan-19,0,0,13,18.95,PR14,,PR03,,NA,1/4/2019,4/1/2019
40938,P0318,S0123,1/1/2019,1-Jan-19,0,0,29,1,PR14,,PR03,,NA,1/4/2019,4/1/2019
40939,P0712,S0137,1/1/2019,1-Jan-19,0,0,18,26.5,PR14,,PR03,,NA,1/5/2019,5/1/2019
40940,P0201,S0063,1/1/2019,1-Jan-19,0,0,4,21.9,PR14,,PR03,,NA,1/2/2019,2/1/2019
40941,P0198,S0065,1/1/2019,1-Jan-19,0,0,12,0.75,PR14,,PR03,,NA,1/3/2019,3/1/2019
40942,P0164,S0108,1/1/2019,1-Jan-19,0,0,2,44.9,PR14,,PR03,,NA,1/2/2019,2/1/2019
40943,P0144,S0005,1/1/2019,1-Jan-19,0,0,4,5.75,PR05,moderate,PR03,,NA,1/2/2019,2/1/2019
40944,P0455,S0046,1/1/2019,1-Jan-19,0,0,15,10,PR03,verylow,PR03,,NA,1/3/2019,3/1/2019
40945,P0509,S0049,1/1/2019,1-Jan-19,0,0,5,12.9,PR14,,PR03,,NA,1/3/2019,3/1/2019
40946,P0569,S0064,1/1/2019,1-Jan-19,0,0,41,3.1,PR14,,PR03,,NA,1/2/2019,2/1/2019
40947,P0498,S0099,1/1/2019,1-Jan-19,0,0,1,229.9,PR03,verylow,PR03,,NA,1/2/2019,2/1/2019
40948,P0681,S0075,1/1/2019,1-Jan-19,0,0,2,15.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
40949,P0078,S0113,1/1/2019,1-Jan-19,0,0,18,6.5,PR17,veryhigh,PR03,,NA,1/5/2019,5/1/2019
40950,P0388,S0025,1/1/2019,1-Jan-19,0,0,1,1.5,PR14,,PR03,,NA,1/2/2019,2/1/2019
40951,P0212,S0002,1/1/2019,1-Jan-19,0,0,7,14.45,PR14,,PR03,,NA,1/5/2019,5/1/2019
40952,P0317,S0108,1/1/2019,1-Jan-19,0,0,12,49.9,PR05,veryhigh,PR03,,NA,1/3/2019,3/1/2019
40953,P0405,S0115,1/1/2019,1-Jan-19,0,0,8,33.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
40954,P0277,S0063,1/1/2019,1-Jan-19,0,0,11,4.5,PR14,,PR03,,NA,1/3/2019,3/1/2019
40955,P0499,S0109,1/1/2019,1-Jan-19,0,0,32,0.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
40956,P0242,S0026,1/1/2019,1-Jan-19,0,0,7,15.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
40957,P0456,S0142,1/1/2019,1-Jan-19,0,0,10,51.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
40958,P0453,S0027,1/1/2019,1-Jan-19,0,0,7,8.5,PR14,,PR03,,NA,1/4/2019,4/1/2019
40959,P0504,S0144,1/1/2019,1-Jan-19,0,0,2,22.9,PR17,veryhigh,PR03,,NA,1/3/2019,3/1/2019
40960,P0481,S0085,1/1/2019,1-Jan-19,0,0,7,8.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
40961,P0102,S0063,1/1/2019,1-Jan-19,0,0,9,179.9,PR05,verylow,PR03,,NA,1/5/2019,5/1/2019
40962,P0503,S0056,1/1/2019,1-Jan-19,0,0,11,24.95,PR14,,PR03,,NA,1/3/2019,3/1/2019
40963,P0242,S0108,1/1/2019,1-Jan-19,1,13.47,4,15.9,PR14,,PR03,,NA,1/3/2019,3/1/2019
40964,P0716,S0023,1/1/2019,1-Jan-19,0,0,6,7.9,PR14,,PR03,,NA,1/2/2019,2/1/2019
40965,P0311,S0045,1/1/2019,1-Jan-19,1,1,1,1,PR14,,PR03,,NA,1/5/2019,5/1/2019
40966,P0497,S0055,1/1/2019,1-Jan-19,0,0,17,9.95,PR14,,PR03,,NA,1/3/2019,3/1/2019
40967,P0481,S0056,1/1/2019,1-Jan-19,0,0,12,8.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
40968,P0312,S0095,1/1/2019,1-Jan-19,0,0,7,17.9,PR05,low,PR03,,NA,1/3/2019,3/1/2019
40969,P0592,S0028,1/1/2019,1-Jan-19,0,0,14,49.95,PR14,,PR03,,NA,1/3/2019,3/1/2019
40970,P0372,S0059,1/1/2019,1-Jan-19,0,0,8,4.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
40971,P0156,S0078,1/1/2019,1-Jan-19,0,0,15,19.9,PR03,verylow,PR03,,NA,1/5/2019,5/1/2019
40972,P0061,S0097,1/1/2019,1-Jan-19,0,0,9,25.95,PR14,,PR03,,NA,1/3/2019,3/1/2019
40973,P0108,S0137,1/1/2019,1-Jan-19,0,0,2,64.99,PR14,,PR03,,NA,1/4/2019,4/1/2019
40974,P0054,S0060,1/1/2019,1-Jan-19,0,0,5,8.95,PR14,,PR03,,NA,1/4/2019,4/1/2019
40975,P0268,S0129,1/1/2019,1-Jan-19,0,0,20,1.45,PR14,,PR03,,NA,1/5/2019,5/1/2019
40976,P0318,S0074,1/1/2019,1-Jan-19,0,0,10,1,PR14,,PR03,,NA,1/4/2019,4/1/2019
40977,P0213,S0023,1/1/2019,1-Jan-19,0,0,1,27.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
40978,P0169,S0067,1/1/2019,1-Jan-19,0,0,8,9.75,PR14,,PR03,,NA,1/6/2019,6/1/2019
40979,P0428,S0121,1/1/2019,1-Jan-19,0,0,7,29.95,PR14,,PR03,,NA,1/3/2019,3/1/2019
40980,P0490,S0115,1/2/2019,2-Jan-19,0,0,2,76.95,PR14,,PR03,,NA,1/5/2019,5/1/2019
40981,P0425,S0106,1/2/2019,2-Jan-19,0,0,5,8.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
40982,P0657,S0093,1/2/2019,2-Jan-19,0,0,6,8,PR14,,PR03,,NA,1/4/2019,4/1/2019
40983,P0539,S0035,1/2/2019,2-Jan-19,0,0,4,54.9,PR03,verylow,PR03,,NA,1/5/2019,5/1/2019
40984,P0131,S0089,1/2/2019,2-Jan-19,1,2.78,11,3,PR14,,PR03,,NA,1/4/2019,4/1/2019
40985,P0051,S0011,1/2/2019,2-Jan-19,8,7.41,9,1,PR14,,PR03,,NA,1/6/2019,6/1/2019
40986,P0226,S0061,1/2/2019,2-Jan-19,0,0,7,2.45,PR14,,PR03,,NA,1/4/2019,4/1/2019
40987,P0611,S0004,1/2/2019,2-Jan-19,0,0,1,18,PR14,,PR03,,NA,1/4/2019,4/1/2019
40988,P0694,S0133,1/2/2019,2-Jan-19,0,0,10,6.35,PR14,,PR03,,NA,1/3/2019,3/1/2019
40989,P0332,S0095,1/2/2019,2-Jan-19,0,0,5,39.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
40990,P0355,S0049,1/2/2019,2-Jan-19,0,0,5,24.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
40991,P0695,S0002,1/2/2019,2-Jan-19,0,0,12,8.25,PR14,,PR03,,NA,1/6/2019,6/1/2019
40992,P0238,S0108,1/2/2019,2-Jan-19,1,2.08,2,2.25,PR07,verylow,PR03,,NA,1/6/2019,6/1/2019
40993,P0490,S0102,1/2/2019,2-Jan-19,0,0,4,76.95,PR14,,PR03,,NA,1/3/2019,3/1/2019
40994,P0651,S0037,1/2/2019,2-Jan-19,0,0,1,19.9,PR14,,PR03,,NA,1/6/2019,6/1/2019
40995,P0406,S0046,1/2/2019,2-Jan-19,0,0,25,15.9,PR14,,PR03,,NA,1/6/2019,6/1/2019
40996,P0240,S0026,1/2/2019,2-Jan-19,0,0,2,69.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
40997,P0246,S0056,1/2/2019,2-Jan-19,0,0,2,9.5,PR14,,PR03,,NA,1/4/2019,4/1/2019
40998,P0444,S0085,1/2/2019,2-Jan-19,0,0,27,39.99,PR14,,PR03,,NA,1/5/2019,5/1/2019
40999,P0131,S0137,1/2/2019,2-Jan-19,0,0,22,3,PR14,,PR03,,NA,1/6/2019,6/1/2019
41000,P0372,S0064,1/2/2019,2-Jan-19,0,0,5,4.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41001,P0415,S0043,1/2/2019,2-Jan-19,0,0,2,8.5,PR14,,PR03,,NA,1/5/2019,5/1/2019
41002,P0100,S0063,1/2/2019,2-Jan-19,1,7.9,0,7.9,PR14,,PR03,,NA,1/6/2019,6/1/2019
41003,P0206,S0133,1/2/2019,2-Jan-19,0,0,2,1.75,PR14,,PR03,,NA,1/5/2019,5/1/2019
41004,P0167,S0096,1/2/2019,2-Jan-19,0,0,2,96.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
41005,P0664,S0077,1/2/2019,2-Jan-19,0,0,15,1.5,PR14,,PR03,,NA,1/3/2019,3/1/2019
41006,P0260,S0117,1/2/2019,2-Jan-19,0,0,2,23.9,PR10,verylow,PR03,,NA,1/5/2019,5/1/2019
41007,P0565,S0083,1/2/2019,2-Jan-19,0,0,7,4.25,PR14,,PR03,,NA,1/3/2019,3/1/2019
41008,P0211,S0122,1/2/2019,2-Jan-19,0,0,3,16.95,PR14,,PR03,,NA,1/5/2019,5/1/2019
41009,P0361,S0031,1/2/2019,2-Jan-19,0,0,3,19.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41010,P0497,S0048,1/2/2019,2-Jan-19,0,0,72,9.95,PR14,,PR03,,NA,1/4/2019,4/1/2019
41011,P0591,S0097,1/2/2019,2-Jan-19,1,4.63,11,5,PR14,,PR03,,NA,1/4/2019,4/1/2019
41012,P0747,S0109,1/2/2019,2-Jan-19,0,0,6,20.9,PR14,,PR03,,NA,1/3/2019,3/1/2019
41013,P0739,S0048,1/2/2019,2-Jan-19,0,0,293,7.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
41014,P0695,S0082,1/2/2019,2-Jan-19,0,0,9,8.25,PR14,,PR03,,NA,1/4/2019,4/1/2019
41015,P0105,S0104,1/2/2019,2-Jan-19,0,0,6,6.9,PR14,,PR03,,NA,1/6/2019,6/1/2019
41016,P0372,S0050,1/2/2019,2-Jan-19,0,0,32,4.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
41017,P0246,S0120,1/2/2019,2-Jan-19,0,0,2,9.5,PR14,,PR03,,NA,1/5/2019,5/1/2019
41018,P0527,S0125,1/2/2019,2-Jan-19,1,2.55,4,2.75,PR14,,PR03,,NA,1/4/2019,4/1/2019
41019,P0437,S0125,1/2/2019,2-Jan-19,0,0,4,14.9,PR10,veryhigh,PR03,,NA,1/5/2019,5/1/2019
41020,P0017,S0061,1/2/2019,2-Jan-19,0,0,22,2.45,PR14,,PR03,,NA,1/6/2019,6/1/2019
41021,P0480,S0090,1/2/2019,2-Jan-19,0,0,6,49.5,PR14,,PR03,,NA,1/4/2019,4/1/2019
41022,P0427,S0107,1/2/2019,2-Jan-19,0,0,19,2.95,PR14,,PR03,,NA,1/4/2019,4/1/2019
41023,P0286,S0041,1/2/2019,2-Jan-19,0,0,20,1.45,PR14,,PR03,,NA,1/5/2019,5/1/2019
41024,P0491,S0085,1/2/2019,2-Jan-19,0,0,72,39.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41025,P0499,S0008,1/2/2019,2-Jan-19,2,1.67,27,0.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41026,P0509,S0008,1/2/2019,2-Jan-19,0,0,11,12.9,PR14,,PR03,,NA,1/3/2019,3/1/2019
41027,P0177,S0097,1/2/2019,2-Jan-19,0,0,38,16.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
41028,P0613,S0112,1/2/2019,2-Jan-19,0,0,14,9.95,PR14,,PR03,,NA,1/5/2019,5/1/2019
41029,P0246,S0066,1/2/2019,2-Jan-19,0,0,1,9.5,PR14,,PR03,,NA,1/4/2019,4/1/2019
41030,P0565,S0013,1/2/2019,2-Jan-19,0,0,6,4.25,PR14,,PR03,,NA,1/6/2019,6/1/2019
41031,P0651,S0058,1/2/2019,2-Jan-19,0,0,9,19.9,PR14,,PR03,,NA,1/6/2019,6/1/2019
41032,P0470,S0082,1/2/2019,2-Jan-19,0,0,3,23.25,PR14,,PR03,,NA,1/5/2019,5/1/2019
41033,P0271,S0028,1/2/2019,2-Jan-19,0,0,18,16.9,PR14,,PR03,,NA,1/3/2019,3/1/2019
41034,P0390,S0121,1/2/2019,2-Jan-19,0,0,11,15.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41035,P0412,S0117,1/2/2019,2-Jan-19,0,0,3,11.9,PR14,,PR03,,NA,1/3/2019,3/1/2019
41036,P0499,S0045,1/2/2019,2-Jan-19,0,0,20,0.9,PR14,,PR03,,NA,1/6/2019,6/1/2019
41037,P0413,S0138,1/2/2019,2-Jan-19,0,0,8,4.29,PR14,,PR03,,NA,1/4/2019,4/1/2019
41038,P0061,S0012,1/2/2019,2-Jan-19,0,0,3,25.95,PR14,,PR03,,NA,1/4/2019,4/1/2019
41039,P0223,S0117,1/2/2019,2-Jan-19,0,0,10,18.5,PR05,moderate,PR03,,NA,1/6/2019,6/1/2019
41040,P0210,S0108,1/3/2019,3-Jan-19,1,10.93,20,12.9,PR03,verylow,PR03,,NA,1/5/2019,5/1/2019
41041,P0509,S0059,1/3/2019,3-Jan-19,0,0,1,12.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41042,P0551,S0005,1/3/2019,3-Jan-19,0,0,1,1.85,PR14,,PR03,,NA,1/7/2019,7/1/2019
41043,P0138,S0126,1/3/2019,3-Jan-19,0,0,4,19.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
41044,P0514,S0139,1/3/2019,3-Jan-19,0,0,14,11.5,PR14,,PR03,,NA,1/5/2019,5/1/2019
41045,P0341,S0104,1/3/2019,3-Jan-19,0,0,12,39.95,PR14,,PR03,,NA,1/4/2019,4/1/2019
41046,P0058,S0110,1/3/2019,3-Jan-19,0,0,26,1,PR14,,PR03,,NA,1/5/2019,5/1/2019
41047,P0383,S0048,1/3/2019,3-Jan-19,0,0,2,19,PR14,,PR03,,NA,1/5/2019,5/1/2019
41048,P0131,S0143,1/3/2019,3-Jan-19,0,0,30,3,PR14,,PR03,,NA,1/7/2019,7/1/2019
41049,P0185,S0009,1/3/2019,3-Jan-19,1,0.75,0,0.75,PR14,,PR03,,NA,1/7/2019,7/1/2019
41050,P0733,S0142,1/3/2019,3-Jan-19,0,0,28,0.5,PR14,,PR03,,NA,1/6/2019,6/1/2019
41051,P0659,S0062,1/3/2019,3-Jan-19,0,0,6,29.95,PR14,,PR03,,NA,1/6/2019,6/1/2019
41052,P0162,S0138,1/3/2019,3-Jan-19,0,0,16,5.9,PR14,,PR03,,NA,1/7/2019,7/1/2019
41053,P0353,S0102,1/3/2019,3-Jan-19,0,0,6,14.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41054,P0219,S0055,1/3/2019,3-Jan-19,0,0,4,14.95,PR14,,PR03,,NA,1/5/2019,5/1/2019
41055,P0536,S0135,1/3/2019,3-Jan-19,2,7.59,52,4.1,PR14,,PR03,,NA,1/6/2019,6/1/2019
41056,P0652,S0097,1/3/2019,3-Jan-19,0,0,13,6.9,PR14,,PR03,,NA,1/6/2019,6/1/2019
41057,P0131,S0067,1/3/2019,3-Jan-19,0,0,18,3,PR14,,PR03,,NA,1/6/2019,6/1/2019
41058,P0333,S0069,1/3/2019,3-Jan-19,0,0,13,3,PR14,,PR03,,NA,1/6/2019,6/1/2019
41059,P0265,S0131,1/3/2019,3-Jan-19,0,0,17,2.1,PR14,,PR03,,NA,1/5/2019,5/1/2019
41060,P0474,S0056,1/3/2019,3-Jan-19,0,0,1,655,PR14,,PR03,,NA,1/5/2019,5/1/2019
41061,P0100,S0049,1/3/2019,3-Jan-19,0,0,3,7.9,PR14,,PR03,,NA,1/7/2019,7/1/2019
41062,P0399,S0061,1/3/2019,3-Jan-19,0,0,13,5.5,PR14,,PR03,,NA,1/6/2019,6/1/2019
41063,P0551,S0109,1/3/2019,3-Jan-19,0,0,9,1.85,PR14,,PR03,,NA,1/5/2019,5/1/2019
41064,P0663,S0119,1/3/2019,3-Jan-19,0,0,31,5.75,PR14,,PR03,,NA,1/6/2019,6/1/2019
41065,P0528,S0111,1/3/2019,3-Jan-19,0,0,6,13.9,PR01,verylow,PR03,,NA,1/5/2019,5/1/2019
41066,P0351,S0051,1/3/2019,3-Jan-19,0,0,19,99.9,PR14,,PR03,,NA,1/7/2019,7/1/2019
41067,P0527,S0061,1/3/2019,3-Jan-19,0,0,7,2.75,PR14,,PR03,,NA,1/4/2019,4/1/2019
41068,P0631,S0031,1/3/2019,3-Jan-19,0,0,8,12.5,PR14,,PR03,,NA,1/6/2019,6/1/2019
41069,P0698,S0062,1/3/2019,3-Jan-19,0,0,16,8.5,PR14,,PR03,,NA,1/4/2019,4/1/2019
41070,P0497,S0060,1/3/2019,3-Jan-19,0,0,19,9.95,PR14,,PR03,,NA,1/5/2019,5/1/2019
41071,P0169,S0038,1/3/2019,3-Jan-19,0,0,20,9.75,PR14,,PR03,,NA,1/5/2019,5/1/2019
41072,P0474,S0085,1/3/2019,3-Jan-19,0,0,4,655,PR14,,PR03,,NA,1/7/2019,7/1/2019
41073,P0100,S0062,1/3/2019,3-Jan-19,0,0,12,7.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41074,P0301,S0038,1/3/2019,3-Jan-19,0,0,1,12,PR14,,PR03,,NA,1/7/2019,7/1/2019
41075,P0057,S0048,1/3/2019,3-Jan-19,0,0,39,12,PR14,,PR03,,NA,1/4/2019,4/1/2019
41076,P0177,S0102,1/3/2019,3-Jan-19,0,0,20,16.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41077,P0485,S0038,1/3/2019,3-Jan-19,0,0,10,10.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41078,P0116,S0031,1/3/2019,3-Jan-19,4,4.26,85,1.15,PR14,,PR03,,NA,1/6/2019,6/1/2019
41079,P0572,S0110,1/3/2019,3-Jan-19,0,0,35,1.75,PR14,,PR03,,NA,1/5/2019,5/1/2019
41080,P0458,S0043,1/3/2019,3-Jan-19,1,6.14,67,7.25,PR14,,PR03,,NA,1/5/2019,5/1/2019
41081,P0035,S0079,1/3/2019,3-Jan-19,0,0,10,5.45,PR14,,PR03,,NA,1/5/2019,5/1/2019
41082,P0125,S0132,1/3/2019,3-Jan-19,0,0,52,3.25,PR14,,PR03,,NA,1/6/2019,6/1/2019
41083,P0116,S0119,1/3/2019,3-Jan-19,0,0,17,1.15,PR14,,PR03,,NA,1/5/2019,5/1/2019
41084,P0103,S0093,1/3/2019,3-Jan-19,3,10.97,61,3.95,PR14,,PR03,,NA,1/5/2019,5/1/2019
41085,P0256,S0113,1/3/2019,3-Jan-19,0,0,6,69.9,PR14,,PR03,,NA,1/7/2019,7/1/2019
41086,P0528,S0086,1/3/2019,3-Jan-19,0,0,6,13.9,PR01,verylow,PR03,,NA,1/7/2019,7/1/2019
41087,P0739,S0031,1/3/2019,3-Jan-19,1,6.69,220,7.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
41088,P0067,S0055,1/3/2019,3-Jan-19,2,48.98,0,28.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41089,P0582,S0110,1/3/2019,3-Jan-19,1,10.08,3,11.9,PR14,,PR03,,NA,1/7/2019,7/1/2019
41090,P0522,S0061,1/3/2019,3-Jan-19,0,0,10,19.9,PR14,,PR03,,NA,1/6/2019,6/1/2019
41091,P0548,S0117,1/3/2019,3-Jan-19,0,0,31,1.95,PR14,,PR03,,NA,1/5/2019,5/1/2019
41092,P0504,S0109,1/3/2019,3-Jan-19,0,0,2,22.9,PR14,,PR03,,NA,1/4/2019,4/1/2019
41093,P0536,S0144,1/3/2019,3-Jan-19,0,0,10,4.1,PR14,,PR03,,NA,1/5/2019,5/1/2019
41094,P0261,S0081,1/3/2019,3-Jan-19,1,3.61,17,4.4,PR10,verylow,PR03,,NA,1/6/2019,6/1/2019
41095,P0195,S0108,1/3/2019,3-Jan-19,0,0,4,7.75,PR14,,PR03,,NA,1/6/2019,6/1/2019
41096,P0055,S0040,1/3/2019,3-Jan-19,0,0,8,3.25,PR14,,PR03,,NA,1/6/2019,6/1/2019
41097,P0477,S0038,1/3/2019,3-Jan-19,0,0,37,6.5,PR14,,PR03,,NA,1/6/2019,6/1/2019
41098,P0470,S0083,1/3/2019,3-Jan-19,0,0,7,23.25,PR14,,PR03,,NA,1/4/2019,4/1/2019
41099,P0129,S0005,1/3/2019,3-Jan-19,0,0,4,32.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41100,P0584,S0028,1/3/2019,3-Jan-19,0,0,87,18.25,PR14,,PR03,,NA,1/4/2019,4/1/2019
41101,P0263,S0008,1/3/2019,3-Jan-19,0,0,5,16.95,PR14,,PR03,,NA,1/5/2019,5/1/2019
41102,P0147,S0042,1/3/2019,3-Jan-19,1,5.93,3,7,PR14,,PR03,,NA,1/4/2019,4/1/2019
41103,P0747,S0095,1/3/2019,3-Jan-19,1,17.71,2,20.9,PR14,,PR03,,NA,1/7/2019,7/1/2019
41104,P0431,S0008,1/3/2019,3-Jan-19,0,0,10,5.5,PR14,,PR03,,NA,1/4/2019,4/1/2019
41105,P0671,S0094,1/3/2019,3-Jan-19,0,0,6,8.25,PR14,,PR03,,NA,1/5/2019,5/1/2019
41106,P0362,S0036,1/3/2019,3-Jan-19,0,0,5,7.75,PR14,,PR03,,NA,1/5/2019,5/1/2019
41107,P0104,S0050,1/3/2019,3-Jan-19,0,0,8,24.95,PR14,,PR03,,NA,1/6/2019,6/1/2019
41108,P0536,S0056,1/3/2019,3-Jan-19,0,0,12,4.1,PR14,,PR03,,NA,1/4/2019,4/1/2019
41109,P0572,S0090,1/3/2019,3-Jan-19,0,0,13,1.75,PR14,,PR03,,NA,1/4/2019,4/1/2019
41110,P0582,S0051,1/3/2019,3-Jan-19,0,0,2,11.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41111,P0210,S0125,1/3/2019,3-Jan-19,0,0,6,12.9,PR03,verylow,PR03,,NA,1/5/2019,5/1/2019
41112,P0060,S0020,1/3/2019,3-Jan-19,0,0,6,28.9,PR14,,PR03,,NA,1/7/2019,7/1/2019
41113,P0639,S0069,1/3/2019,3-Jan-19,0,0,7,10.75,PR14,,PR03,,NA,1/7/2019,7/1/2019
41114,P0125,S0128,1/3/2019,3-Jan-19,0,0,8,3.25,PR14,,PR03,,NA,1/5/2019,5/1/2019
41115,P0260,S0083,1/3/2019,3-Jan-19,0,0,2,23.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41116,P0260,S0106,1/4/2019,4-Jan-19,0,0,9,23.9,PR14,,PR03,,NA,1/8/2019,8/1/2019
41117,P0195,S0045,1/4/2019,4-Jan-19,0,0,6,7.75,PR14,,PR03,,NA,1/8/2019,8/1/2019
41118,P0499,S0019,1/4/2019,4-Jan-19,0,0,51,0.9,PR14,,PR03,,NA,1/5/2019,5/1/2019
41119,P0399,S0056,1/4/2019,4-Jan-19,0,0,13,5.5,PR14,,PR03,,NA,1/5/2019,5/1/2019
41120,P0246,S0010,1/4/2019,4-Jan-19,0,0,2,9.5,PR14,,PR03,,NA,1/6/2019,6/1/2019
41121,P0436,S0083,1/4/2019,4-Jan-19,3,11.81,33,4.25,PR14,,PR03,,NA,1/6/2019,6/1/2019
41122,P0223,S0038,1/4/2019,4-Jan-19,0,0,12,18.5,PR14,,PR03,,NA,1/8/2019,8/1/2019
41123,P0435,S0046,1/4/2019,4-Jan-19,0,0,1,34.9,PR14,,PR03,,NA,1/7/2019,7/1/2019
41124,P0317,S0138,1/4/2019,4-Jan-19,0,0,6,49.9,PR14,,PR03,,NA,1/6/2019,6/1/2019
41125,P0572,S0108,1/4/2019,4-Jan-19,0,0,12,1.75,PR14,,PR03,,NA,1/8/2019,8/1/2019
41126,P0399,S0097,1/4/2019,4-Jan-19,0,0,26,5.5,PR14,,PR03,,NA,1/8/2019,8/1/2019
41127,P0427,S0083,1/4/2019,4-Jan-19,0,0,6,2.95,PR14,,PR03,,NA,1/6/2019,6/1/2019
41128,P0704,S0133,1/4/2019,4-Jan-19,0,0,15,3.1,PR05,low,PR03,,NA,1/6/2019,6/1/2019
